itemId,itemName,iconId,iLvl,slot,category,classId,equipmentCategory,binding,durability,sturdiness,quality,valueTableId,armourType,dps,minDamage,maxDamage,damageType,weaponType,description,unique,minLevel,stackMax,grants,requiredClass,requiredRace,maxLevel,requiredFaction,reputation,itemLevelOffset,mainLegacyId,mainLegacyBaseRank,itemProperty,itemXP,virtueXP,essenceSlots,maxItems,itemStackMax,Vitality Scaling,Will Scaling,Agility Scaling,Might Scaling,Fate Scaling,Maximum Morale Scaling,Maximum Power Scaling,Finesse Scaling,Critical Rating Scaling,Outgoing Healing Rating Scaling,Incoming Healing Rating Scaling,Tactical Mastery Scaling,Physical Mastery Scaling,Tactical Mitigation Scaling,Physical Mitigation Scaling,Block Rating Scaling,Parry Rating Scaling,Evade Rating Scaling,Critical Defense Scaling,Resistance Rating Scaling,Armour Scaling,Out of Combat Power Regen Scaling,In Combat Power Regen Scaling,In Combat Morale Regen Scaling,Out of Combat Morale Regen Scaling
1879444227,Enduring Chestplate of Remembered Rivals,1092401526-1090519043-1091947416,512,CHEST,ARMOUR,3,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,95,NORMAL,RARE,1879050482,HEAVY,,,,,,,,150,,,,,,,,,,,,,,1,,,1879211544,0,0,1879211573,0,0,0,0,0,0,1879212132,0,0,1879215062,0,0,0,0,0,0,1879051206,0,0,0,0
1879477445,Enduring Coin of the Sailor's Code,1092915100-1090519043-1091947416,513,POCKET,ITEM,49,2,BOUND_TO_ACCOUNT_ON_ACQUIRE,100,NORMAL,RARE,1879052641,,,,,,,,,150,,,,,,,,,,,,,,PVSS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879444248,Enduring Gauntlets of Remembered Rivals,1092401449-1090519043-1091947416,512,HAND,ARMOUR,5,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,65,NORMAL,RARE,1879050484,HEAVY,,,,,,,,150,,,,,,,,,,,,,,1,,,1879347271,0,0,1879211573,0,0,0,1879211722,0,0,0,0,0,1879215053,0,0,0,0,0,0,1879054054,0,0,0,0
1879444225,Enduring Greaves of Remembered Rivals,1092284372-1090519043-1091947416,514,LEGS,ARMOUR,15,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,90,NORMAL,RARE,1879049956,HEAVY,,,,,,,,150,,,,,,,,,,,,,,1,,,1879347271,0,0,1879211573,0,0,0,1879211720,0,0,0,0,0,0,0,0,1879211996,0,0,0,1879052989,0,0,0,0
1879444236,Enduring Helm of Remembered Rivals,1092401463-1090519043-1091947416,512,HEAD,ARMOUR,7,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,90,NORMAL,RARE,1879050486,HEAVY,,,,,,,,150,,,,,,,,,,,,,,1,,,1879211544,0,0,1879211573,0,0,0,0,0,0,1879212132,0,0,0,0,0,1879211996,0,0,0,1879053129,0,0,0,0
1879477613,Enduring Master-crafted Helm,1092906883-1090519043-1091947416,513,HEAD,ARMOUR,7,9,BOUND_TO_ACCOUNT_ON_ACQUIRE,50,NORMAL,RARE,1879050493,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVSS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879051224,0,0,0,0
1879477623,Enduring Master-crafted Helmet,1092906913-1090519043-1091947416,513,HEAD,ARMOUR,7,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,90,NORMAL,RARE,1879050486,HEAVY,,,,,,,,150,,,,,,,,,,,,,,PVSS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879053129,0,0,0,0
1879477589,Enduring Master-crafted Hood,1092906895-1090519043-1091947416,513,HEAD,ARMOUR,7,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,RARE,1879050068,LIGHT,,,,,,,,150,,,,,,,,,,,,,,PVSS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879050275,0,0,0,0
1879444240,Enduring Pauldrons of Remembered Rivals,1092401499-1090519043-1091947416,512,SHOULDER,ARMOUR,6,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,80,NORMAL,RARE,1879050489,HEAVY,,,,,,,,150,,,,,,,,,,,,,,1,,,1879211544,0,0,1879211573,0,0,0,1879211722,0,0,0,0,0,0,0,0,1879211996,0,0,0,1879054055,0,0,0,0
1879477429,Enduring Pearl Necklace,1092915095-1090519043-1091947416,513,NECK,ITEM,49,23,BOUND_TO_ACCOUNT_ON_ACQUIRE,80,NORMAL,RARE,1879050115,,,,,,,,,150,,,,,,,,,,,,,,PVSS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879444234,Enduring Sabatons of Remembered Rivals,1092401542-1090519043-1091947416,514,FEET,ARMOUR,23,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,65,NORMAL,RARE,1879050480,HEAVY,,,,,,,,150,,,,,,,,,,,,,,1,,,1879347271,0,0,1879211573,0,0,0,0,0,0,1879211895,0,0,0,0,0,0,0,0,1879212124,1879051219,0,0,0,0
1879476187,Engraved Iron Boots of the Eagle,1092906853-1090519043-1091947416,512,FEET,ARMOUR,23,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,65,NORMAL,RARE,1879050480,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,1879211545,0,0,1879211719,0,0,0,0,0,0,0,0,0,0,0,0,1879051219,0,0,0,0
1879476193,Engraved Iron Gauntlets of Umbar,1092906889-1090519043-1091947416,512,HAND,ARMOUR,5,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,65,NORMAL,RARE,1879050484,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,1879211966,0,0,0,0,0,0,1879223960,0,0,0,0,0,0,0,0,1879054054,0,0,0,0
1879476221,Engraved Iron Greaves of Umbar,1092525606-1090519043-1091947416,512,LEGS,ARMOUR,15,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,90,NORMAL,RARE,1879049956,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,0,1879211601,1879357899,0,0,0,0,0,0,0,0,0,0,1879052989,0,0,0,0
1879476194,Engraved Iron Hauberk of Umbar,1092906905-1090519043-1091947416,512,CHEST,ARMOUR,3,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,95,NORMAL,RARE,1879050482,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,0,1879211604,1879357900,0,0,0,0,0,0,0,0,0,0,1879051206,0,0,0,0
1879476195,Engraved Iron Helm of the Eagle,1092906910-1090519043-1091947416,512,HEAD,ARMOUR,7,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,90,NORMAL,RARE,1879050486,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,1879211717,1879211601,0,0,0,0,0,0,0,0,0,0,0,1879053129,0,0,0,0
1879476208,Engraved Iron Pauldrons of the Eagle,1092906884-1090519043-1091947416,512,SHOULDER,ARMOUR,6,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,80,NORMAL,RARE,1879050489,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,0,0,0,0,0,0,1879215057,0,0,1879211654,0,0,0,1879054055,0,0,0,0
1879444242,Enlightened Cap of Remembered Rivals,1092401521-1090519043-1091947416,512,HEAD,ARMOUR,7,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,RARE,1879050068,LIGHT,,,,,,,,150,,,,,,,,,,,,,,1,,,1879211544,1879211585,0,0,0,0,0,0,1879211992,0,0,1879223972,0,0,0,0,0,0,0,0,1879050275,0,0,0,0
1879444252,Enlightened Gloves of Remembered Rivals,1092401522-1090519043-1091947416,512,HAND,ARMOUR,5,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,30,NORMAL,RARE,1879049295,LIGHT,,,,,,,,150,,,,,,,,,,,,,,1,,,1879347271,1879211585,0,0,0,0,0,1879211722,0,0,0,1879223967,0,0,0,0,0,0,0,0,1879051208,0,0,0,0
1879444265,Enlightened Mantle of Remembered Rivals,1092401532-1090519043-1091947416,512,SHOULDER,ARMOUR,6,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,RARE,1879049947,LIGHT,,,,,,,,150,,,,,,,,,,,,,,1,,,1879211544,1879211585,0,0,0,0,0,1879211722,0,0,0,1879223972,0,0,0,0,0,0,0,0,1879049948,0,0,0,0
1879444243,Enlightened Shoes of Remembered Rivals,1092401498-1090519043-1091947416,514,FEET,ARMOUR,23,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,30,NORMAL,RARE,1879050219,LIGHT,,,,,,,,150,,,,,,,,,,,,,,1,,,1879347271,1879211585,0,0,0,0,0,0,1879211600,0,0,1879223972,0,0,0,0,0,0,0,0,1879054353,0,0,0,0
1879444229,Enlightened Trousers of Remembered Rivals,1092284372-1090519043-1091947416,514,LEGS,ARMOUR,15,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,40,NORMAL,RARE,1879050117,LIGHT,,,,,,,,150,,,,,,,,,,,,,,1,,,1879347271,1879211585,0,0,0,0,0,0,1879211600,1879357897,0,0,0,0,0,0,0,0,0,0,1879051213,0,0,0,0
1879444228,Enlightened Waistcoat of Remembered Rivals,1092401462-1090519043-1091947416,512,CHEST,ARMOUR,3,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,RARE,1879050690,LIGHT,,,,,,,,150,,,,,,,,,,,,,,1,,,1879347271,1879211585,0,0,0,0,0,0,1879211992,0,0,1879223967,0,0,0,0,0,0,0,0,1879051214,0,0,0,0
1879090825,Esquire's Cloak,1090522482-1090519043-1091947416,506,BACK,ARMOUR,45,18,BIND_ON_ACQUIRE,40,NORMAL,RARE,1879049501,LIGHT,,,,,,key:620792067:54354734,true,150,,,,,,,,,,,,,,,,,1879211586,0,0,0,0,0,0,0,1879211601,0,0,0,0,1879215079,0,0,0,0,0,0,1879052067,0,0,0,0
1879477617,Etched Umbari Deft Guild Arm-guards,1092906912-1090519044-1091947416,512,HAND,ARMOUR,5,9,BIND_ON_EQUIP,50,NORMAL,INCOMPARABLE,1879050491,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,1879211720,1879211603,0,0,0,1879223970,0,0,0,0,0,0,0,1879055760,0,0,0,0
1879477590,Etched Umbari Deft Guild Boots,1092906859-1090519044-1091947416,512,FEET,ARMOUR,23,9,BIND_ON_EQUIP,50,NORMAL,INCOMPARABLE,1879049290,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211600,0,0,0,1879223971,0,0,0,0,0,0,0,1879055768,0,0,0,0
1879477627,Etched Umbari Quick Guild Arm-guards,1092906912-1090519044-1091947416,512,HAND,ARMOUR,5,9,BIND_ON_EQUIP,50,NORMAL,INCOMPARABLE,1879050491,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,1879211893,0,0,0,0,1879211628,1879211996,0,0,0,1879055760,0,0,0,0
1879477599,Etched Umbari Quick Guild Boots,1092906859-1090519044-1091947416,512,FEET,ARMOUR,23,9,BIND_ON_EQUIP,50,NORMAL,INCOMPARABLE,1879049290,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,1879211717,0,0,0,0,0,0,0,1879211628,0,1879212001,0,0,1879055768,0,0,0,0
1879477620,Etched Umbari Sly Guild Arm-guards,1092906912-1090519044-1091947416,512,HAND,ARMOUR,5,9,BIND_ON_EQUIP,50,NORMAL,INCOMPARABLE,1879050491,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,1879211717,0,0,0,0,1879223963,0,0,0,0,0,0,0,1879055760,0,0,0,0
1879477628,Etched Umbari Sly Guild Boots,1092906859-1090519044-1091947416,512,FEET,ARMOUR,23,9,BIND_ON_EQUIP,50,NORMAL,INCOMPARABLE,1879049290,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,1879211717,1879211601,0,0,0,0,0,0,0,0,0,0,0,1879055768,0,0,0,0
1879477264,Expertly Carved Umbari Empowered Bow,1092912022-1090519043,512,RANGED_ITEM,WEAPON,1,8,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,682.9056,585,780,COMMON,BOW,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,1879223967,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477290,Expertly Carved Umbari Empowered Club,1092912016-1090519043,512,MAIN_HAND,WEAPON,40,26,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_CLUB,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,1879223967,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477279,Expertly Carved Umbari Empowered Crossbow,1092912023-1090519043,512,RANGED_ITEM,WEAPON,29,14,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,682.9056,585,780,COMMON,CROSSBOW,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,1879223967,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477297,Expertly Carved Umbari Empowered Hammer,1092912012-1090519043,512,MAIN_HAND,WEAPON,24,12,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_HAMMER,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,1879223967,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477298,Expertly Carved Umbari Heavy Club,1092912016-1090519043,512,MAIN_HAND,WEAPON,40,26,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_CLUB,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,0,1879223970,0,0,0,0,0,0,0,0,0,0,0,0
1879477285,Expertly Carved Umbari Light Bow,1092912011-1090519043,512,RANGED_ITEM,WEAPON,1,8,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,682.9056,585,780,COMMON,BOW,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,1879211551,0,0,1879211720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477282,Expertly Carved Umbari Light Club,1092912006-1090519043,512,MAIN_HAND,WEAPON,40,26,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_CLUB,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,1879211551,0,0,1879211720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477294,Expertly Carved Umbari Light Crossbow,1092912019-1090519043,512,RANGED_ITEM,WEAPON,29,14,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,682.9056,585,780,COMMON,CROSSBOW,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,1879211551,0,0,1879211720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477313,Expertly Carved Umbari Light Hammer,1092912018-1090519043,512,MAIN_HAND,WEAPON,24,12,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_HAMMER,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,1879211551,0,0,1879211720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477272,Expertly Carved Umbari Reinforced Bow,1092912001-1090519043,512,RANGED_ITEM,WEAPON,1,8,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,682.9056,585,780,COMMON,BOW,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,0,1879211654,0,0,0,0,0,0,0,0
1879477307,Expertly Carved Umbari Reinforced Club,1092912014-1090519043,512,MAIN_HAND,WEAPON,40,26,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_CLUB,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477309,Expertly Carved Umbari Reinforced Crossbow,1092912004-1090519043,512,RANGED_ITEM,WEAPON,29,14,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,682.9056,585,780,COMMON,CROSSBOW,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,1879211635,0,0,0,0,0,0,0,0,0
1879477308,Expertly Carved Umbari Reinforced Hammer,1092912003-1090519043,512,MAIN_HAND,WEAPON,24,12,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_HAMMER,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477277,Expertly Carved Umbari Sharp Bow,1092912022-1090519043,512,RANGED_ITEM,WEAPON,1,8,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,682.9056,585,780,COMMON,BOW,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,0,1879223970,0,0,0,0,0,0,0,0,0,0,0,0
1879477284,Expertly Carved Umbari Sharp Crossbow,1092912023-1090519043,512,RANGED_ITEM,WEAPON,29,14,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,682.9056,585,780,COMMON,CROSSBOW,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,0,1879223970,0,0,0,0,0,0,0,0,0,0,0,0
1879477295,Expertly Carved Umbari Sharp Hammer,1092912012-1090519043,512,MAIN_HAND,WEAPON,24,12,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_HAMMER,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,0,1879223970,0,0,0,0,0,0,0,0,0,0,0,0
1879475636,Expertly Etched Cloak,1092906897-1090519043-1091947416,512,BACK,ARMOUR,45,18,BIND_ON_EQUIP,40,NORMAL,RARE,1879049501,LIGHT,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,1879211722,1879211992,0,0,0,0,0,0,0,0,0,0,0,1879052067,0,0,0,0
1879475595,Expertly Etched Leather Boots,1092906859-1090519043-1091947416,512,FEET,ARMOUR,23,9,BIND_ON_EQUIP,50,NORMAL,RARE,1879049290,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211992,0,0,0,0,0,0,0,1879211996,0,0,0,1879051207,0,0,0,0
1879475691,Expertly Etched Leather Coat,1092906907-1090519043-1091947416,512,CHEST,ARMOUR,3,9,BIND_ON_EQUIP,65,NORMAL,RARE,1879049799,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211992,0,0,0,0,1879215062,0,0,0,0,0,0,1879051211,0,0,0,0
1879475648,Expertly Etched Leather Gloves,1092906912-1090519043-1091947416,512,HAND,ARMOUR,5,9,BIND_ON_EQUIP,50,NORMAL,RARE,1879050491,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,1879223970,0,0,0,0,0,0,0,1879051212,0,0,0,0
1879475666,Expertly Etched Leather Harness,1092906879-1090519043-1091947416,512,SHOULDER,ARMOUR,6,9,BIND_ON_EQUIP,50,NORMAL,RARE,1879049985,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,1879223979,0,0,0,0,0,0,0,1879051223,0,0,0,0
1879475624,Expertly Etched Leather Helm,1092906883-1090519043-1091947416,512,HEAD,ARMOUR,7,9,BIND_ON_EQUIP,50,NORMAL,RARE,1879050493,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211600,0,0,0,0,0,0,0,0,0,0,0,1879051224,0,0,0,0
1879475698,Expertly Etched Leggings,1092525606-1090519043-1091947416,512,LEGS,ARMOUR,15,9,BIND_ON_EQUIP,65,NORMAL,RARE,1879049915,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,1879223970,0,0,0,0,0,0,0,1879051209,0,0,0,0
1879478104,Expertly Forged Balanced Umbari Shield,1092912036-1090519043-1091947416,512,OFF_HAND,ARMOUR,33,17,BIND_ON_EQUIP,80,TOUGH,RARE,1879049983,SHIELD,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1879215053,0,1879211628,0,0,0,0,1879051215,0,0,0,0
1879478096,Expertly Forged Bright Umbari Aegis,1092912034-1090519043-1091947416,512,OFF_HAND,ARMOUR,33,40,BIND_ON_EQUIP,90,TOUGH,RARE,1879050591,WARDEN_SHIELD,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,1879223970,0,0,1879211628,0,0,0,0,1879112811,0,0,0,0
1879478089,Expertly Forged Broad Umbari Targe,1092912038-1090519043-1091947416,512,OFF_HAND,ARMOUR,33,11,BIND_ON_EQUIP,100,TOUGH,RARE,1879050497,HEAVY_SHIELD,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879211628,0,0,0,0,1879049940,0,0,0,0
1879478093,Expertly Forged Protector's Umbari Targe,1092912036-1090519043-1091947416,512,OFF_HAND,ARMOUR,33,17,BIND_ON_EQUIP,80,TOUGH,RARE,1879049983,SHIELD,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,1879357900,0,0,0,0,0,1879211628,0,0,0,0,1879051215,0,0,0,0
1879478081,Expertly Forged Reinforced Umbari Aegis,1092912039-1090519043-1091947416,512,OFF_HAND,ARMOUR,33,40,BIND_ON_EQUIP,90,TOUGH,RARE,1879050591,WARDEN_SHIELD,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879211628,0,0,0,0,1879112811,0,0,0,0
1879478095,Expertly Forged Reinforced Umbari Targe,1092912041-1090519043-1091947416,512,OFF_HAND,ARMOUR,33,17,BIND_ON_EQUIP,80,TOUGH,RARE,1879049983,SHIELD,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,1879223970,0,0,1879211628,0,0,0,0,1879051215,0,0,0,0
1879478092,Expertly Forged Resilient Umbari Shield,1092912041-1090519043-1091947416,512,OFF_HAND,ARMOUR,33,17,BIND_ON_EQUIP,80,TOUGH,RARE,1879049983,SHIELD,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,1879223967,0,0,0,1879211628,0,0,0,0,1879051215,0,0,0,0
1879478097,Expertly Forged Stout Umbari Targe,1092912042-1090519043-1091947416,512,OFF_HAND,ARMOUR,33,11,BIND_ON_EQUIP,100,TOUGH,RARE,1879050497,HEAVY_SHIELD,,,,,,,,150,,,,,,,,,,,,,,PVS,,,0,0,0,0,0,0,0,0,0,0,0,0,1879223970,0,0,1879211628,0,0,0,0,1879049940,0,0,0,0
1879477314,Expertly Forged Umbari Empowered Axe,1092912010-1090519043,512,MAIN_HAND,WEAPON,12,24,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_AXE,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,1879223967,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477292,Expertly Forged Umbari Empowered Cutlass,1092912009-1090519043,512,MAIN_HAND,WEAPON,44,28,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_SWORD,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,1879223967,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477289,Expertly Forged Umbari Empowered Dagger,1092912015-1090519043,512,MAIN_HAND,WEAPON,10,20,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,DAGGER,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,1879223967,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477281,Expertly Forged Umbari Empowered Mace,1092912007-1090519043,512,MAIN_HAND,WEAPON,30,27,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_MACE,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,0,1879211603,0,0,1879223967,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477299,Expertly Forged Umbari Light Axe,1092912021-1090519043,512,MAIN_HAND,WEAPON,12,24,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_AXE,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,1879211551,0,0,1879211720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477257,Expertly Forged Umbari Light Cutlass,1092912020-1090519043,512,MAIN_HAND,WEAPON,44,28,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_SWORD,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,1879211551,0,0,1879211720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477310,Expertly Forged Umbari Light Dagger,1092912008-1090519043,512,MAIN_HAND,WEAPON,10,20,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,DAGGER,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,1879211551,0,0,1879211720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477302,Expertly Forged Umbari Light Mace,1092912017-1090519043,512,MAIN_HAND,WEAPON,30,27,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_MACE,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,1879211551,0,0,1879211720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477283,Expertly Forged Umbari Reinforced Axe,1092912013-1090519043,512,MAIN_HAND,WEAPON,12,24,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_AXE,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477288,Expertly Forged Umbari Reinforced Cutlass,1092912005-1090519043,512,MAIN_HAND,WEAPON,44,28,BIND_ON_EQUIP,100,NORMAL,RARE,1879338011,,487.7897,418,557,COMMON,ONE_HANDED_SWORD,,,150,,,,,,,,1,,,,,,PVS,,,0,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
